"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","rank","confidence"
"APLHIL_1_SFKHY1","South Fork Powerhouse",197004,1,2.68,1,0.626865671641791,0,308,0,308,0.373134328358209,4,NA
"APLHIL_1_SFKHY1","South Fork Powerhouse",211538,1,2.68,1,0.626865671641791,0,60,0,60,0.373134328358209,5,NA
"AQUAWS_2_AQWSR1","Aquamarine Westside",723063,3,250,250,0,0,316.666666666667,0,316.666666666667,3,1,0.2
"AQUAWS_2_AQWSR1","Aquamarine Westside",477057,3,250,200,0.2,0,336.666666666667,0,336.666666666667,2.4,2,NA
"AQUAWS_2_AQWSR1","Aquamarine Westside",784426,3,250,200,0.2,0,316.666666666667,0,316.666666666667,2.4,3,NA
"AQUAWS_2_AQWSR1","Aquamarine Westside",118279,6,250,100,0.6,0,488.333333333333,0,488.333333333333,2.4,4,NA
"AQUAWS_2_AQWSR1","Aquamarine Westside",196895,3,250,150,0.4,0,316.666666666667,0,316.666666666667,1.8,5,NA
"ARBWD_6_QF","Wind Resource II",102291,1,19.95,20,0.00250626566416044,0,1295,0,1295,0.99749373433584,1,0.396984924623116
"ARBWD_6_QF","Wind Resource II",543434,1,19.95,12,0.398496240601504,0,720,0,720,0.601503759398496,2,NA
"ARBWD_6_QF","Wind Resource II",434763,1,19.95,10.57,0.470175438596491,0,95,0,95,0.529824561403509,3,NA
"ARBWD_6_QF","Wind Resource II",261853,1,19.95,6.85,0.656641604010025,0,0,0,0,0.343358395989975,4,NA
"ARBWD_6_QF","Wind Resource II",181860,1,19.95,6,0.699248120300752,0,9780,0,9780,0.300751879699248,5,NA
"ARCOGN_2_UNITS","WATSON COGENERATION",443551,1,305,300,0.0163934426229508,0,0,0,0,0.983606557377049,1,0.4
"ARCOGN_2_UNITS","WATSON COGENERATION",174549,1,305,430,0.409836065573771,0,1140,0,1140,0.590163934426229,2,NA
"ARCOGN_2_UNITS","WATSON COGENERATION",524908,1,305,500,0.639344262295082,0,0,0,0,0.360655737704918,3,NA
"ARKANS_1_ARKSLR","SG Arkansas",148758,4,50,50,0,-1,90.75,1,90.75,4,1,0
"ARKANS_1_ARKSLR","SG Arkansas",973878,4,50,50,0,-1,90.75,1,90.75,4,2,NA
"ARKANS_1_ARKSLR","SG Arkansas",154578,4,50,40,0.2,-1,90.75,1,90.75,3.2,3,NA
"ARKANS_1_ARKSLR","SG Arkansas",288336,4,50,67.5,0.35,-1,90.75,1,90.75,2.6,4,NA
"ARKANS_1_ARKSLR","SG Arkansas",461606,4,50,30,0.4,-1,750.75,1,750.75,2.4,5,NA
"ARLNTN_2_AR1SR1","Arlington",118279,1,100,100,0,0,0,0,0,1,1,0
"ARLNTN_2_AR1SR1","Arlington",165180,1,100,100,0,0,145,0,145,1,2,NA
"ARLNTN_2_AR1SR1","Arlington",173313,1,100,100,0,0,0,0,0,1,3,NA
"ARLNTN_2_AR1SR1","Arlington",331013,1,100,100,0,0,425,0,425,1,4,NA
"ARLNTN_2_AR1SR1","Arlington",199791,1,100,102,0.02,0,145,0,145,0.98,5,NA
"ARLNTN_2_ASUSR1","Arlington Solar Unit 1",123202,1,131,123,0.0610687022900763,0,810,0,810,0.938931297709924,1,0.016260162601626
"ARLNTN_2_ASUSR1","Arlington Solar Unit 1",387388,1,131,121,0.0763358778625954,0,60,0,60,0.923664122137405,2,NA
"ARLNTN_2_ASUSR1","Arlington Solar Unit 1",946506,1,131,121,0.0763358778625954,0,0,0,0,0.923664122137405,3,NA
"ARLNTN_2_ASUSR1","Arlington Solar Unit 1",196895,1,131,150,0.145038167938931,0,810,0,810,0.854961832061069,4,NA
"ARLNTN_2_ASUSR1","Arlington Solar Unit 1",113005,1,131,155.1,0.183969465648855,0,180,0,180,0.816030534351145,5,NA
"ARLVAL_5_SOLAR","Arlington Valley Solar Energy II",196895,4,127,150,0.181102362204724,0,117.5,0,117.5,3.2755905511811,1,0.0384615384615385
"ARLVAL_5_SOLAR","Arlington Valley Solar Energy II",118279,4,127,100,0.21259842519685,0,102.5,0,102.5,3.1496062992126,2,NA
"ARLVAL_5_SOLAR","Arlington Valley Solar Energy II",152145,3,127,105,0.173228346456693,0,156.666666666667,0,156.666666666667,2.48031496062992,3,NA
"ARLVAL_5_SOLAR","Arlington Valley Solar Energy II",701361,3,127,102,0.196850393700787,0,141.666666666667,0,141.666666666667,2.40944881889764,4,NA
"ARLVAL_5_SOLAR","Arlington Valley Solar Energy II",173313,3,127,100,0.21259842519685,0,156.666666666667,0,156.666666666667,2.36220472440945,5,NA
"ARVINN_6_ORION1","Orion 1 Solar",799732,2,12,12,0,0,330,0,330,2,1,0.0833333333333334
"ARVINN_6_ORION1","Orion 1 Solar",779880,2,12,11,0.0833333333333333,0,360,0,360,1.83333333333333,2,NA
"ARVINN_6_ORION1","Orion 1 Solar",131964,2,12,13.53,0.1275,0,360,0,360,1.745,3,NA
"ARVINN_6_ORION1","Orion 1 Solar",261146,2,12,13.6,0.133333333333333,0,300,0,300,1.73333333333333,4,NA
"ARVINN_6_ORION1","Orion 1 Solar",376549,2,12,10,0.166666666666667,0,360,0,360,1.66666666666667,5,NA
"ARVINN_6_ORION2","Orion 2 Solar",376549,2,8,10,0.25,0,507.5,0,507.5,1.5,1,0.166666666666667
"ARVINN_6_ORION2","Orion 2 Solar",445378,2,8,5,0.375,0,507.5,0,507.5,1.25,2,NA
"ARVINN_6_ORION2","Orion 2 Solar",766252,2,8,5,0.375,0,507.5,0,507.5,1.25,3,NA
"ARVINN_6_ORION2","Orion 2 Solar",779880,2,8,11,0.375,0,507.5,0,507.5,1.25,4,NA
"ARVINN_6_ORION2","Orion 2 Solar",799732,2,8,12,0.5,0,477.5,0,477.5,1,5,NA
"ASTORA_2_SOLAR1","Astoria 1",152145,8,100,105,0.05,-0.875,86.375,0.875,86.375,7.6,1,0.0789473684210525
"ASTORA_2_SOLAR1","Astoria 1",118279,7,100,100,0,-1,98.7142857142857,1,98.7142857142857,7,2,NA
"ASTORA_2_SOLAR1","Astoria 1",199925,7,100,100,0,-1,98.7142857142857,1,98.7142857142857,7,3,NA
"ASTORA_2_SOLAR1","Astoria 1",230642,7,100,100,0,-1,90.1428571428571,1,90.1428571428571,7,4,NA
"ASTORA_2_SOLAR1","Astoria 1",178559,11,100,60,0.4,-0.909090909090909,107.454545454545,0.909090909090909,107.454545454545,6.6,5,NA
"ASTORA_2_SOLAR2","Astoria 2",178559,17,75,60,0.2,-0.941176470588235,116.705882352941,0.941176470588235,116.705882352941,13.6,1,0.154117647058823
"ASTORA_2_SOLAR2","Astoria 2",204333,12,75,71.9,0.0413333333333333,-0.833333333333333,118.583333333333,0.833333333333333,118.583333333333,11.504,2,NA
"ASTORA_2_SOLAR2","Astoria 2",115494,15,75,56,0.253333333333333,-0.866666666666667,167.4,0.866666666666667,167.4,11.2,3,NA
"ASTORA_2_SOLAR2","Astoria 2",133547,15,75,56,0.253333333333333,-0.866666666666667,167.4,0.866666666666667,167.4,11.2,4,NA
"ASTORA_2_SOLAR2","Astoria 2",685873,18,75,40,0.466666666666667,-0.944444444444444,134.444444444444,0.944444444444444,134.444444444444,9.6,5,NA
"ATHOS_5_AP1X2","Athos Power Plant",723063,3,250,250,0,0,722.666666666667,0,722.666666666667,3,1,0.126666666666667
"ATHOS_5_AP1X2","Athos Power Plant",143349,5,250,131,0.476,-0.6,192.8,0.6,192.8,2.62,2,NA
"ATHOS_5_AP1X2","Athos Power Plant",784426,3,250,200,0.2,0,722.666666666667,0,722.666666666667,2.4,3,NA
"ATHOS_5_AP1X2","Athos Power Plant",477057,3,250,200,0.2,-1.66666666666667,447,1.66666666666667,447,2.4,4,NA
"ATHOS_5_AP1X2","Athos Power Plant",204700,5,250,110,0.56,-0.6,192.8,0.6,192.8,2.2,5,NA
"ATHOS_5_AP2X2","Athos Power Plant 2",143349,7,200,131,0.345,-0.428571428571429,159,0.428571428571429,159,4.585,1,0.0458015267175572
"ATHOS_5_AP2X2","Athos Power Plant 2",145233,7,200,125,0.375,-0.428571428571429,176.142857142857,0.428571428571429,176.142857142857,4.375,2,NA
"ATHOS_5_AP2X2","Athos Power Plant 2",204700,7,200,110,0.45,-0.428571428571429,159,0.428571428571429,159,3.85,3,NA
"ATHOS_5_AP2X2","Athos Power Plant 2",705142,7,200,62.5,0.6875,-0.428571428571429,159,0.428571428571429,159,2.1875,4,NA
"ATHOS_5_AP2X2","Athos Power Plant 2",477057,2,200,200,0,0,307.5,0,307.5,2,5,NA
"ATWEL2_1_SOLAR1","Atwell West",415983,1,20,9.6,0.52,0,455,0,455,0.48,1,0.479166666666667
"ATWEL2_1_SOLAR1","Atwell West",194982,1,20,35,0.75,0,995,0,995,0.25,2,NA
"ATWEL2_1_SOLAR1","Atwell West",104627,1,20,130,5.5,1,300,1,300,-4.5,3,NA
"ATWEL2_1_SOLAR1","Atwell West",959475,1,20,169,7.45,1,3360,1,3360,-6.45,4,NA
"ATWEL2_1_SOLAR1","Atwell West",324925,1,20,222,10.1,0,935,0,935,-9.1,5,NA
"ATWELL_1_SOLAR","Atwell Island PV Solar Generating Faci.",159086,5,20,20,0,-1,127.4,1,127.4,5,1,0.4
"ATWELL_1_SOLAR","Atwell Island PV Solar Generating Faci.",331315,3,20,20,0,-1,545,1,545,3,2,NA
"ATWELL_1_SOLAR","Atwell Island PV Solar Generating Faci.",102291,2,20,20,0,0,369,0,369,2,3,NA
"ATWELL_1_SOLAR","Atwell Island PV Solar Generating Faci.",181841,2,20,20,0,0,369,0,369,2,4,NA
"ATWELL_1_SOLAR","Atwell Island PV Solar Generating Faci.",789421,2,20,20,0,0,369,0,369,2,5,NA
"AVENAL_6_AVPARK","Avenal Park Solar Project",445378,2,6,5,0.166666666666667,0,229,0,229,1.66666666666667,1,0
"AVENAL_6_AVPARK","Avenal Park Solar Project",766252,2,6,5,0.166666666666667,0,229,0,229,1.66666666666667,2,NA
"AVENAL_6_AVPARK","Avenal Park Solar Project",120392,1,6,7,0.166666666666667,0,30,0,30,0.833333333333333,3,NA
"AVENAL_6_AVPARK","Avenal Park Solar Project",175275,1,6,7.62,0.27,0,450,0,450,0.73,4,NA
"AVENAL_6_AVPARK","Avenal Park Solar Project",376549,2,6,10,0.666666666666667,0,229,0,229,0.666666666666667,5,NA
"AVENAL_6_AVSLR1","Avenal Solar 1",376549,2,7.9,10,0.265822784810127,0,228.5,0,228.5,1.46835443037975,1,0.137931034482759
"AVENAL_6_AVSLR1","Avenal Solar 1",445378,2,7.9,5,0.367088607594937,0,228.5,0,228.5,1.26582278481013,2,NA
"AVENAL_6_AVSLR1","Avenal Solar 1",766252,2,7.9,5,0.367088607594937,0,228.5,0,228.5,1.26582278481013,3,NA
"AVENAL_6_AVSLR1","Avenal Solar 1",779880,2,7.9,11,0.392405063291139,0,228.5,0,228.5,1.21518987341772,4,NA
"AVENAL_6_AVSLR1","Avenal Solar 1",175275,1,7.9,7.62,0.0354430379746836,0,450,0,450,0.964556962025316,5,NA
"AVENAL_6_AVSLR2","Avenal Solar 2",376549,2,7.9,10,0.265822784810127,0,228.5,0,228.5,1.46835443037975,1,0.137931034482759
"AVENAL_6_AVSLR2","Avenal Solar 2",445378,2,7.9,5,0.367088607594937,0,228.5,0,228.5,1.26582278481013,2,NA
"AVENAL_6_AVSLR2","Avenal Solar 2",766252,2,7.9,5,0.367088607594937,0,228.5,0,228.5,1.26582278481013,3,NA
"AVENAL_6_AVSLR2","Avenal Solar 2",779880,2,7.9,11,0.392405063291139,0,228.5,0,228.5,1.21518987341772,4,NA
"AVENAL_6_AVSLR2","Avenal Solar 2",175275,1,7.9,7.62,0.0354430379746836,0,450,0,450,0.964556962025316,5,NA
"AVENAL_6_SANDDG","Sand Drag Solar Project",217748,2,19,19.12,0.00631578947368426,0,228,0,228,1.98736842105263,1,0.0466101694915253
"AVENAL_6_SANDDG","Sand Drag Solar Project",102291,2,19,20,0.0526315789473684,0,228,0,228,1.89473684210526,2,NA
"AVENAL_6_SANDDG","Sand Drag Solar Project",159086,2,19,20,0.0526315789473684,0,198,0,198,1.89473684210526,3,NA
"AVENAL_6_SANDDG","Sand Drag Solar Project",181841,2,19,20,0.0526315789473684,0,228,0,228,1.89473684210526,4,NA
"AVENAL_6_SANDDG","Sand Drag Solar Project",789421,2,19,20,0.0526315789473684,0,168,0,168,1.89473684210526,5,NA
"AVENAL_6_SUNCTY","Sun City Solar Project",102291,2,20,20,0,0,228,0,228,2,1,0
"AVENAL_6_SUNCTY","Sun City Solar Project",159086,2,20,20,0,0,198,0,198,2,2,NA
"AVENAL_6_SUNCTY","Sun City Solar Project",181841,2,20,20,0,0,228,0,228,2,3,NA
"AVENAL_6_SUNCTY","Sun City Solar Project",789421,2,20,20,0,0,168,0,168,2,4,NA
"AVENAL_6_SUNCTY","Sun City Solar Project",819306,2,20,20,0,0,198,0,198,2,5,NA
"AVSOLR_2_SOLAR","AV SOLAR RANCH 1",723063,1,241.5,250,0.0351966873706004,-1,179,1,179,0.9648033126294,1,0.141630901287554
"AVSOLR_2_SOLAR","AV SOLAR RANCH 1",477057,1,241.5,200,0.17184265010352,-1,239,1,239,0.82815734989648,2,NA
"AVSOLR_2_SOLAR","AV SOLAR RANCH 1",784426,1,241.5,200,0.17184265010352,-1,179,1,179,0.82815734989648,3,NA
"AVSOLR_2_SOLAR","AV SOLAR RANCH 1",118279,2,241.5,100,0.58592132505176,-1,252,1,252,0.82815734989648,4,NA
"AVSOLR_2_SOLAR","AV SOLAR RANCH 1",112563,1,241.5,132,0.453416149068323,-1,179,1,179,0.546583850931677,5,NA
"BALCHS_7_UNIT 1","BALCH 1 PH UNIT 1",159511,6,31,43,0.387096774193548,0,389.833333333333,0,389.833333333333,3.67741935483871,1,0.456140350877193
"BALCHS_7_UNIT 1","BALCH 1 PH UNIT 1",731385,2,31,31,0,0,449.5,0,449.5,2,2,NA
"BALCHS_7_UNIT 1","BALCH 1 PH UNIT 1",183275,2,31,29.1,0.0612903225806451,0,489,0,489,1.87741935483871,3,NA
"BALCHS_7_UNIT 1","BALCH 1 PH UNIT 1",134471,2,31,27.2,0.12258064516129,0,810.5,0,810.5,1.75483870967742,4,NA
"BALCHS_7_UNIT 1","BALCH 1 PH UNIT 1",133003,2,31,35,0.129032258064516,0,1859.5,0,1859.5,1.74193548387097,5,NA
"BALCHS_7_UNIT 2","BALCH 2 PH UNIT 2",599767,4,52.5,68,0.295238095238095,0,591.75,0,591.75,2.81904761904762,1,0.459459459459459
"BALCHS_7_UNIT 2","BALCH 2 PH UNIT 2",285753,2,52.5,65,0.238095238095238,0,440,0,440,1.52380952380952,2,NA
"BALCHS_7_UNIT 2","BALCH 2 PH UNIT 2",194982,2,52.5,35,0.333333333333333,0,727,0,727,1.33333333333333,3,NA
"BALCHS_7_UNIT 2","BALCH 2 PH UNIT 2",184537,2,52.5,34,0.352380952380952,0,1100,0,1100,1.2952380952381,4,NA
"BALCHS_7_UNIT 2","BALCH 2 PH UNIT 2",134471,2,52.5,27.2,0.481904761904762,0,705.5,0,705.5,1.03619047619048,5,NA
"BALCHS_7_UNIT 3","BALCH 2 PH UNIT 3",599767,3,54.6,68,0.245421245421245,0,1168.66666666667,0,1168.66666666667,2.26373626373626,1,0.364077669902912
"BALCHS_7_UNIT 3","BALCH 2 PH UNIT 3",178982,3,54.6,83,0.52014652014652,0,231.333333333333,0,231.333333333333,1.43956043956044,2,NA
"BALCHS_7_UNIT 3","BALCH 2 PH UNIT 3",194982,2,54.6,35,0.358974358974359,1.5,1788.5,1.5,1788.5,1.28205128205128,3,NA
"BALCHS_7_UNIT 3","BALCH 2 PH UNIT 3",127463,1,54.6,54.6,0,0,0,0,0,1,4,NA
"BALCHS_7_UNIT 3","BALCH 2 PH UNIT 3",225415,1,54.6,55,0.0073260073260073,0,151,0,151,0.992673992673993,5,NA
"BANKPP_2_NSPIN","BANKPP_2_NSPIN",107219,1,270,85,0.685185185185185,0,66720,0,66720,0.314814814814815,1,0.997647058823529
"BANKPP_2_NSPIN","BANKPP_2_NSPIN",988619,2,270,0.1,0.99962962962963,0,180,0,180,0.000740740740740931,2,NA
"BARRE_2_ALASB1","Los Alamitos 1",222735,1,10,10.4,0.04,0,120,0,120,0.96,1,0
"BARRE_2_ALASB1","Los Alamitos 1",415983,1,10,9.6,0.04,0,120,0,120,0.96,2,NA
"BARRE_2_ALASB1","Los Alamitos 1",181860,1,10,6,0.4,0,240,0,240,0.6,3,NA
"BARRE_2_ALASB1","Los Alamitos 1",865499,1,10,15,0.5,0,780,0,780,0.5,4,NA
"BARRE_2_ALASB1","Los Alamitos 1",945442,1,10,2,0.8,0,0,0,0,0.2,5,NA
"BARRE_6_PEAKER","Barre Peaker",134075,2,49,56,0.142857142857143,1,1920,1,1920,1.71428571428571,1,0.107142857142857
"BARRE_6_PEAKER","Barre Peaker",177935,3,49,25,0.489795918367347,0.333333333333333,1371.33333333333,0.333333333333333,1371.33333333333,1.53061224489796,2,NA
"BARRE_6_PEAKER","Barre Peaker",134647,2,49,25,0.489795918367347,0.5,796.5,0.5,796.5,1.02040816326531,3,NA
"BARRE_6_PEAKER","Barre Peaker",142368,2,49,25,0.489795918367347,0.5,13066.5,0.5,13066.5,1.02040816326531,4,NA
"BARRE_6_PEAKER","Barre Peaker",185626,1,49,49,0,1,2880,1,2880,1,5,NA
"BASICE_2_UNITS","King City Cogen",455119,2,120,119,0.00833333333333333,0,150,0,150,1.98333333333333,1,0.0756302521008404
"BASICE_2_UNITS","King City Cogen",203679,2,120,130,0.0833333333333333,0,390,0,390,1.83333333333333,2,NA
"BASICE_2_UNITS","King City Cogen",556956,2,120,104.5,0.129166666666667,0,599.5,0,599.5,1.74166666666667,3,NA
"BASICE_2_UNITS","King City Cogen",624302,2,120,100,0.166666666666667,1.5,4663.5,1.5,4663.5,1.66666666666667,4,NA
"BASICE_2_UNITS","King City Cogen",599767,2,120,68,0.433333333333333,-1.5,960,1.5,960,1.13333333333333,5,NA
"BDGRCK_1_UNITS","BADGER CREEK LIMITED",288617,3,48.08,42,0.126455906821963,1,240,1,240,2.62063227953411,1,0.571428571428571
"BDGRCK_1_UNITS","BADGER CREEK LIMITED",550763,2,48.08,27,0.438435940099834,0,311,0,311,1.12312811980033,2,NA
"BDGRCK_1_UNITS","BADGER CREEK LIMITED",633120,1,48.08,50,0.0399334442595674,1,360,1,360,0.960066555740433,3,NA
"BDGRCK_1_UNITS","BADGER CREEK LIMITED",105870,1,48.08,65.81,0.368760399334443,1,12960,1,12960,0.631239600665557,4,NA
"BDGRCK_1_UNITS","BADGER CREEK LIMITED",554521,1,48.08,70,0.455906821963394,1,102240,1,102240,0.544093178036606,5,NA
"BEARDS_7_UNIT 1","Beardsley Hydro",184635,6,11.5,11.5,0,0,102,0,102,6,1,0.840579710144927
"BEARDS_7_UNIT 1","Beardsley Hydro",779880,1,11.5,11,0.0434782608695652,0,695,0,695,0.956521739130435,2,NA
"BEARDS_7_UNIT 1","Beardsley Hydro",799732,1,11.5,12,0.0434782608695652,0,695,0,695,0.956521739130435,3,NA
"BEARDS_7_UNIT 1","Beardsley Hydro",148272,1,11.5,10,0.130434782608696,0,60,0,60,0.869565217391304,4,NA
"BEARDS_7_UNIT 1","Beardsley Hydro",203902,1,11.5,10,0.130434782608696,0,1431,0,1431,0.869565217391304,5,NA
"BEARMT_1_UNIT","Bear Mountain Limited",118390,1,49.21,49,0.00426742532005692,1,2880,1,2880,0.995732574679943,1,0.142857142857143
"BEARMT_1_UNIT","Bear Mountain Limited",288617,1,49.21,42,0.14651493598862,1,240,1,240,0.85348506401138,2,NA
"BEARMT_1_UNIT","Bear Mountain Limited",189190,1,49.21,40,0.187157081893924,1,900,1,900,0.812842918106076,3,NA
"BEARMT_1_UNIT","Bear Mountain Limited",267721,1,49.21,40,0.187157081893924,1,240,1,240,0.812842918106076,4,NA
"BEARMT_1_UNIT","Bear Mountain Limited",851194,1,49.21,18.9,0.615931721194879,1,1500,1,1500,0.384068278805121,5,NA
"BEJNLS_5_BV2SCEDYN","Broadview 2",255016,1,167,220,0.317365269461078,-1,414,1,414,0.682634730538922,1,0.228070175438597
"BEJNLS_5_BV2SCEDYN","Broadview 2",177596,1,167,88,0.473053892215569,0,914,0,914,0.526946107784431,2,NA
"BEJNLS_5_BV2SCEDYN","Broadview 2",965468,1,167,80,0.520958083832335,-1,474,1,474,0.479041916167665,3,NA
"BEJNLS_5_BV2SCEDYN","Broadview 2",145433,1,167,75,0.550898203592814,0,7081,0,7081,0.449101796407186,4,NA
"BEJNLS_5_BV2SCEDYN","Broadview 2",195664,1,167,70,0.580838323353293,1,840,1,840,0.419161676646707,5,NA
"BEKWJS_5_BV1SCEDYN","Broadview 1",190770,1,130,160,0.230769230769231,2,1054,2,1054,0.769230769230769,1,0
"BEKWJS_5_BV1SCEDYN","Broadview 1",796754,1,130,100,0.230769230769231,2,39994,2,39994,0.769230769230769,2,NA
"BEKWJS_5_BV1SCEDYN","Broadview 1",177596,1,130,88,0.323076923076923,0,919,0,919,0.676923076923077,3,NA
"BEKWJS_5_BV1SCEDYN","Broadview 1",195664,1,130,70,0.461538461538462,1,840,1,840,0.538461538461538,4,NA
"BEKWJS_5_BV1SCEDYN","Broadview 1",251994,1,130,40,0.692307692307692,0,439,0,439,0.307692307692308,5,NA
"BELDEN_7_UNIT 1","BELDEN HYDRO",479608,3,119,150,0.260504201680672,0,853.333333333333,0,853.333333333333,2.21848739495798,1,0.102272727272727
"BELDEN_7_UNIT 1","BELDEN HYDRO",542239,2,119,118.5,0.00420168067226891,0,300,0,300,1.99159663865546,2,NA
"BELDEN_7_UNIT 1","BELDEN HYDRO",877294,3,119,75,0.369747899159664,0,1487.33333333333,0,1487.33333333333,1.89075630252101,3,NA
"BELDEN_7_UNIT 1","BELDEN HYDRO",203679,2,119,130,0.092436974789916,0,263.5,0,263.5,1.81512605042017,4,NA
"BELDEN_7_UNIT 1","BELDEN HYDRO",262817,2,119,100,0.159663865546218,0,900,0,900,1.68067226890756,5,NA
"BERCYN_2_BCEBT1","Bear Canyon Energy Storage",135881,1,13,18,0.384615384615385,0,0,0,0,0.615384615384615,1,0.1
"BERCYN_2_BCEBT1","Bear Canyon Energy Storage",844001,1,13,18.8,0.446153846153846,0,0,0,0,0.553846153846154,2,NA
"BERCYN_2_BCEBT1","Bear Canyon Energy Storage",126447,1,13,1,0.923076923076923,0,739,0,739,0.0769230769230769,3,NA
"BERCYN_2_BCEBT1","Bear Canyon Energy Storage",134471,1,13,27.2,1.09230769230769,0,0,0,0,-0.0923076923076922,4,NA
"BERCYN_2_BCEBT1","Bear Canyon Energy Storage",370707,1,13,40,2.07692307692308,0,739,0,739,-1.07692307692308,5,NA
"BGSKYN_2_AS2SR1","Antelope Solar 2",152145,5,105,105,0,-0.8,126,0.8,126,5,1,0.0429142857142857
"BGSKYN_2_AS2SR1","Antelope Solar 2",208011,9,105,55.83,0.468285714285714,-0.888888888888889,95.2222222222222,0.888888888888889,95.2222222222222,4.78542857142857,2,NA
"BGSKYN_2_AS2SR1","Antelope Solar 2",736984,9,105,54,0.485714285714286,-0.888888888888889,75.2222222222222,0.888888888888889,75.2222222222222,4.62857142857143,3,NA
"BGSKYN_2_AS2SR1","Antelope Solar 2",178559,8,105,60,0.428571428571429,-0.875,84.5,0.875,84.5,4.57142857142857,4,NA
"BGSKYN_2_AS2SR1","Antelope Solar 2",997249,9,105,50.5,0.519047619047619,-0.888888888888889,101.888888888889,0.888888888888889,101.888888888889,4.32857142857143,5,NA
"BGSKYN_2_ASPSR2","Antelope Solar 2 San Pablo",118279,1,100,100,0,-1,89,1,89,1,1,0
"BGSKYN_2_ASPSR2","Antelope Solar 2 San Pablo",173313,1,100,100,0,-1,89,1,89,1,2,NA
"BGSKYN_2_ASPSR2","Antelope Solar 2 San Pablo",199791,1,100,102,0.02,0,120,0,120,0.98,3,NA
"BGSKYN_2_ASPSR2","Antelope Solar 2 San Pablo",589808,1,100,102,0.02,0,120,0,120,0.98,4,NA
"BGSKYN_2_ASPSR2","Antelope Solar 2 San Pablo",213716,1,100,96,0.04,0,120,0,120,0.96,5,NA
"BGSKYN_2_ASSR1B","Antelope Solar 1B",603185,10,17,17,0,-0.8,197.7,0.8,197.7,10,1,0.294117647058824
"BGSKYN_2_ASSR1B","Antelope Solar 1B",799732,10,17,12,0.294117647058824,-0.8,221.7,0.8,221.7,7.05882352941176,2,NA
"BGSKYN_2_ASSR1B","Antelope Solar 1B",916581,8,17,20,0.176470588235294,-0.75,211.25,0.75,211.25,6.58823529411765,3,NA
"BGSKYN_2_ASSR1B","Antelope Solar 1B",102291,8,17,20,0.176470588235294,-0.875,325.875,0.875,325.875,6.58823529411765,4,NA
"BGSKYN_2_ASSR1B","Antelope Solar 1B",159086,7,17,20,0.176470588235294,-1,222.571428571429,1,222.571428571429,5.76470588235294,5,NA
"BGSKYN_2_ASSR3A","Antelope Solar 3A",603185,8,15,17,0.133333333333333,-0.875,151.25,0.875,151.25,6.93333333333333,1,0.0769230769230769
"BGSKYN_2_ASSR3A","Antelope Solar 3A",799732,8,15,12,0.2,-0.875,173.75,0.875,173.75,6.4,2,NA
"BGSKYN_2_ASSR3A","Antelope Solar 3A",102291,8,15,20,0.333333333333333,-0.875,256.25,0.875,256.25,5.33333333333333,3,NA
"BGSKYN_2_ASSR3A","Antelope Solar 3A",159086,8,15,20,0.333333333333333,-0.875,200.625,0.875,200.625,5.33333333333333,4,NA
"BGSKYN_2_ASSR3A","Antelope Solar 3A",916581,7,15,20,0.333333333333333,-0.857142857142857,155.571428571429,0.857142857142857,155.571428571429,4.66666666666667,5,NA
"BGSKYN_2_ASSR3B","Antelope Solar 3B",766252,3,5,5,0,-0.666666666666667,364.666666666667,0.666666666666667,364.666666666667,3,1,0.333333333333333
"BGSKYN_2_ASSR3B","Antelope Solar 3B",445378,2,5,5,0,-0.5,327,0.5,327,2,2,NA
"BGSKYN_2_ASSR3B","Antelope Solar 3B",146475,1,5,6.2,0.24,-5,120,5,120,0.76,3,NA
"BGSKYN_2_ASSR3B","Antelope Solar 3B",175717,2,5,1.63,0.674,-0.5,327,0.5,327,0.652,4,NA
"BGSKYN_2_ASSR3B","Antelope Solar 3B",151937,3,5,0.92,0.816,-1,1846.33333333333,1,1846.33333333333,0.552,5,NA
"BGSKYN_2_BS3SR3","Big Sky Solar 3",102291,6,20,20,0,-1,219.333333333333,1,219.333333333333,6,1,0
"BGSKYN_2_BS3SR3","Big Sky Solar 3",159086,6,20,20,0,-1,219.333333333333,1,219.333333333333,6,2,NA
"BGSKYN_2_BS3SR3","Big Sky Solar 3",603185,6,20,17,0.15,-1,179.333333333333,1,179.333333333333,5.1,3,NA
"BGSKYN_2_BS3SR3","Big Sky Solar 3",819306,5,20,20,0,-1,227,1,227,5,4,NA
"BGSKYN_2_BS3SR3","Big Sky Solar 3",916581,5,20,20,0,-1,155.6,1,155.6,5,5,NA
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",246186,1,820,175,0.786585365853659,-4,725,4,725,0.213414634146341,1,0.64
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",131086,1,820,63,0.923170731707317,-4,65,4,65,0.0768292682926829,2,NA
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",449927,1,820,60,0.926829268292683,0,45601,0,45601,0.073170731707317,3,NA
"BIGCRK_2_EXESWD","BIG CREEK HYDRO PROJECT PSP",538404,1,820,60,0.926829268292683,0,191101,0,191101,0.073170731707317,4,NA
